0	c17079
1	c19557
2	c16180
3	c17104
4	c19559
5	c10042
6	c19560
7	c16652
8	c17823
9	c17105
10	c17249
11	c16341
12	c3444
13	c19564
14	c16210
15	c19566
16	c16211
17	c17103
18	c15809
19	c19567
20	c16653
21	c16590
22	c19569
23	c19571
24	c19572
25	c16973
26	c16769
27	c16330
28	c16664
29	c16770
30	c16265
31	c16810
32	c19573
33	c16703
34	c17340
35	c17159
36	c16198
37	c16419
38	c19574
39	c17505
40	c16223
41	c16412
42	c16995
43	c16722
44	c19575
45	c17548
46	c16224
47	c17473
48	c17050
49	c16387
50	c16382
51	c16824
52	c16863
53	c17549
54	c17494
55	c17032
56	c17397
57	c17422
58	c19576
59	c16388
60	c16444
61	c16923
62	c17584
63	c17025
64	c17375
65	c19577
66	c17627
67	c16819
68	c17460
69	c19579
70	c19580
71	c19581
72	c16771
73	c17144
74	c17411
75	c17026
76	c17371
77	c16996
78	c19582
79	c16937
80	c17550
81	c16912
82	c16292
83	c16938
84	c16803
85	c17398
86	c16999
87	c19583
88	c16372
89	c19584
90	c19585
91	c19586
92	c16395
93	c19587
94	c16683
95	c17470
96	c17537
97	c16861
98	c16911
99	c16707
100	c17042
101	c16882
102	c17573
103	c45
104	c17625
105	c16755
106	c16401
107	c16883
108	c19589
109	c16357
110	c16336
111	c19590
112	c16374
113	c16723
114	c16391
115	c19591
116	c16362
117	c16205
118	c19592
119	c16997
120	c17391
121	c19593
122	c16534
123	c17609
124	c17475
125	c17479
126	c16217
127	c19594
128	c17570
129	c16848
130	c19595
131	c16300
132	c16916
133	c17604
134	c17544
135	c17382
136	c16759
137	c17257
138	c16939
139	c16689
140	c17547
141	c17066
142	c16905
143	c16433
144	c16849
145	c16371
146	c16953
147	c19598
148	c16704
149	c16329
150	c17569
151	c19600
152	c16344
153	c16708
154	c17372
155	c17546
156	c13613
157	c19601
158	c16966
159	c16540
160	c16794
161	c16968
162	c17064
163	c16940
164	c19602
165	c19603
166	c16662
167	c16750
168	c16645
169	c19605
170	c17012
171	c12058
172	c17624
173	c17529
174	c16538
175	c16915
176	c16342
177	c16339
178	c16553
179	c16230
180	c16376
181	c16920
182	c16792
183	c16269
184	c16913
185	c16724
186	c17261
187	c16402
188	c19606
189	c17116
190	c16903
191	c16782
192	c16440
193	c17024
194	c16227
195	c17560
196	c19608
197	c19609
198	c16473
199	c19610
200	c17606
201	c17601
202	c16854
203	c16626
204	c16452
205	c16742
206	c19611
207	c13743
208	c16256
209	c16757
210	c17517
211	c19612
212	c16301
213	c19613
214	c16871
215	c16941
216	c16299
217	c16345
218	c19614
219	c19615
220	c17256
221	c16715
222	c16739
223	c17451
224	c19616
225	c19617
226	c17036
227	c16274
228	c16385
229	c16422
230	c19618
231	c16302
232	c16658
233	c17485
234	c3153
235	c16702
236	c17366
237	c16303
238	c19619
239	c16853
240	c16290
241	c16375
242	c16351
243	c16445
244	c16384
245	c16410
246	c16219
247	c16841
248	c17023
249	c17186
250	c19621
251	c17384
