21325	G40
21326	I509
21327	S069-
21328	R569
21329	E1137
21330	J45
21331	N311
21332	R61
21333	L762
21334	B85
21335	I10
21336	C943
21337	R52
21338	C80
21339	J30
21340	M726
21341	B20
21342	Z8631
21343	D57
21344	D473
21345	J1281
21346	A09
21347	E715
21348	E11
21349	E348
21350	E237
21351	E28
21352	E770
21353	X78
21354	K13
21355	K64
21356	H30
21357	Z16
21358	L28
21359	K05
21360	E80
21361	O72
21362	N3281
21363	C509
21364	C482
21365	D700
21366	M797
21367	E1121
21368	E669
21369	R789
21370	B509
21371	G309
21372	F909
21373	C349
21374	E703
21375	L812
21376	E830
21377	L811
21378	T796
21379	C49A
21380	C719
21381	C459
21382	Y653
21383	B550
21384	G892
21385	L710
21386	G10
21387	F112
21388	C189
21389	R0981
21390	Q782
21391	F329
21392	D759
21393	C911
21394	H101
21395	G20
21396	M199
21397	M2550
21398	N946
21399	N941
21400	R451
21401	M810
21402	J301
21403	D693
21404	I639
21405	B182
21406	C921
21407	H109
21408	D259
21409	F530
21410	G250
21411	K30
21412	K589
21413	I480
21414	B351
21415	L539
21416	R001
21417	C61
21418	H810
21419	J841
21420	D7581
21421	C220
21422	J989
21423	C969
21424	H579
21425	H401
21426	F1910
21427	L281
21428	L299
21429	R252
21430	G409
21431	I219
21432	A150
21433	I270
21434	K219
21435	J984
21436	F411
21437	K529
21438	C221
21439	N952
21440	C924
21441	L400
21442	M329
21443	T784
21444	A490
21445	K5909
21446	C7A
21447	J101
21448	I420
21449	F102
21450	L570
21451	C844
21452	B359
21453	B356
21454	F172
21455	G629
21456	K590
21457	E780
21458	O039
21459	B839
21460	E559
21461	G408
21462	I490
21463	N394
21464	C910
21465	E050
21466	E561
21467	A520
21468	I209
21469	L239
21470	E291
21471	C831
21472	C329
21473	K743
21474	S149
21475	C649
21476	M545
21477	G122
21478	F152
21479	L989
21480	I739
21481	E891
21482	R634
21483	G724
21484	M625
21485	J312
21486	C795
21487	E220
21488	K3184
21489	S140
21490	F142
21491	E790
21492	L00
21493	G113
21494	L80
21495	A540
21496	E785
21497	E789
21498	C740
21499	C913
21500	N319
21501	J309
21502	I499
21503	D45
21504	B169
21505	G243
21506	G402
21507	C741
21508	C914
21509	G35
21510	D66
21511	R58
21512	E250
21513	I00
21514	F99
21515	J189
21516	H118
21517	C710
21518	B181
21519	I679
21520	O04
21521	C829
21522	G249
21523	B022
21524	I471
21525	H353
21526	L309
21527	E289
21528	B740
21529	T300
21530	E230
21531	K208
21532	E54
21533	J159
21534	H578
21535	K769
21536	E724
21537	E65
21538	B977
21539	C962
21540	K580
21541	E7521
21542	R33
21543	M340
21544	G971
21545	M45
21546	N17
21547	C846
21548	C445
21549	G404
21550	F842
21551	C716
21552	N920
21553	Q861
21554	R253
21555	M121
21556	Q850
21557	F524
21558	K501
21559	L501
21560	E1136
21561	Z010
21562	I719
21563	E722
21564	N943
21565	L930
21566	C250
21567	T783
21568	E505
21569	E345
21570	D898
21571	R197
21572	N97
21573	R6884
21574	K8681
21575	E831
21576	M350
21577	F410
21578	E2839
21579	D561
21580	G2401
21581	A4902
21582	K259
21583	F952
21584	B360
21585	B372
21586	B354
21587	N3010
21588	T568
21589	K133
21590	C539
21591	M791
21592	D688
21593	E781
21594	C679
21595	E835
21596	G111
21597	G3183
21598	I7092
21599	E801
21600	A64
21601	K602
21602	I714
21603	R7982
21604	J410
21605	M351
21606	B850
21607	R350
21608	J449
21609	K740
21610	N951
21611	Z418
21612	Z942
21613	T819
21614	K7581
21615	R0681
21616	I730
21617	B440
21618	E8352
21619	R300
21620	C240
21621	H209
21622	N393
21623	C884
21624	M5416
21625	G500
21626	J439
21627	R109
21628	E7402
21629	B59
21630	K051
21631	E700
21632	C439
21633	E282
21634	N185
21635	C920
21636	B49
21637	H669
21638	C56
21639	C419
21640	C570
21641	N429
21642	I8290
21643	D696
21644	B569
21645	G470
21646	C900
21647	F29
21648	L700
21649	I959
21650	Q789
21651	F209
21652	I251
21653	C833
21654	C492
21655	J459
21656	E119
21657	B559
21658	C259
21659	D481
21660	M069
21661	A499
21662	K509
21663	H409
21664	L209
21665	B199
21666	I702
21667	R05
21668	O601
21669	K523
21670	N390
21671	K929
21672	C859
21673	K519
21674	F419
21675	F39
21676	L409
21677	I259
21678	C7A1
21679	F319
21680	G479
21681	F068
21682	F449
21683	R11
21684	I99
21685	Q992
21686	G439
21687	E639
21688	I519
21689	E849
21690	A419
21691	C469
21692	F259
21693	D699
21694	C269
21695	F199
21696	F431
21697	M609
21698	C20
21699	C73
21700	C499
21701	D471
21702	J040
21703	C959
21704	I472
21705	D469
21706	R51
21707	R400
21708	N19
21709	R609
21710	B349
