ID
GO:0001822
 GO:0004586
 GO:0005737
 GO:0005829
 GO:0006595
 GO:0008283
 GO:0008284
 GO:0009615
 GO:0033387
 GO:0042176
 GO:0042803
GO:0005759
 GO:0006103
 GO:0006536
 GO:0009058
 GO:0016212
 GO:0030170
 GO:0033512
 GO:0047315
 GO:0047536
 GO:0047958
 GO:0050094
 GO:0070189
 GO:1901605
GO:0001666
 GO:0005739
 GO:0005759
 GO:0007620
 GO:0007626
 GO:0009410
 GO:0009448
 GO:0009449
 GO:0009450
 GO:0010039
 GO:0014053
 GO:0021549
 GO:0031652
 GO:0032024
 GO:0032144
 GO:0032145
 GO:0033602
 GO:0034386
 GO:0035094
 GO:0035640
 GO:0042802
 GO:0045471
 GO:0045776
 GO:0045964
 GO:0046872
 GO:0047298
 GO:0048148
 GO:0051536
 GO:0070474
 GO:0097151
 GO:1902722
 GO:1904450
GO:0004084
 GO:0005654
 GO:0006550
 GO:0006629
 GO:0009082
 GO:0009098
 GO:0009099
 GO:0010817
 GO:0050048
 GO:0052654
 GO:0052655
 GO:0052656
 GO:1990830
GO:0000166
 GO:0005977
 GO:0005980
 GO:0008184
 GO:0070062
 GO:0102250
 GO:0102499
GO:0003360
 GO:0003937
 GO:0004643
 GO:0005886
 GO:0006139
 GO:0006177
 GO:0006189
 GO:0010035
 GO:0016020
 GO:0021987
 GO:0031100
 GO:0044208
 GO:0045296
 GO:0046452
 GO:0046654
 GO:0097294
 GO:0098761
GO:0000287
 GO:0001662
 GO:0001666
 GO:0001963
 GO:0001964
 GO:0001975
 GO:0002001
 GO:0006693
 GO:0006979
 GO:0007613
 GO:0008168
 GO:0008171
 GO:0008542
 GO:0009611
 GO:0009636
 GO:0010467
 GO:0014046
 GO:0016036
 GO:0016206
 GO:0021696
 GO:0030424
 GO:0030425
 GO:0032094
 GO:0032259
 GO:0032502
 GO:0032835
 GO:0033344
 GO:0034097
 GO:0035264
 GO:0035812
 GO:0042415
 GO:0042417
 GO:0042420
 GO:0042424
 GO:0043231
 GO:0045202
 GO:0046959
 GO:0048243
 GO:0050965
 GO:0051412
 GO:0060840
 GO:0071314
 GO:0071626
 GO:0097018
 GO:0097205
 GO:1902074
 GO:1903350
 GO:1990776
GO:0004014
 GO:0006597
 GO:0008295
 GO:0019810
GO:0004505
 GO:0005506
 GO:0006559
 GO:0006571
 GO:0008652
 GO:0042423
 GO:0003007
 GO:0004511
 GO:0005634
 GO:0005790
 GO:0006585
 GO:0006631
 GO:0006665
 GO:0007507
 GO:0007601
 GO:0007612
 GO:0007617
 GO:0008016
 GO:0008021
 GO:0008198
 GO:0008199
 GO:0009416
 GO:0009635
 GO:0009651
 GO:0009653
 GO:0009887
 GO:0009898
 GO:0010043
 GO:0014823
 GO:0015842
 GO:0016137
 GO:0016597
 GO:0018963
 GO:0019825
 GO:0019899
